sequence_frame,timestamp,registration_success,weak_flag,weak_multiplier,q_weak,rolling_weak_fraction,rolling_q_median,rolling_successful_frames,rolling_q_frames,gate_candidate,state_before,state_after,selected_estimator,mode_switch
259,1.70658e+09,1,1,9.70148,0.98337,1.0,0.9062745,20,20,g1,Loose,Loose,Loose_L1,0
261,1.70658e+09,1,1,10.0258,0.992401,1.0,0.9214245,20,20,g1,Loose,Loose,Loose_L1,0
263,1.70658e+09,1,1,9.03401,0.878226,1.0,0.9214245,20,20,g1,Loose,Loose,Loose_L1,0
265,1.70658e+09,1,1,9.4193,0.947454,1.0,0.9214245,20,20,g1,Loose,Loose,Loose_L1,0
267,1.70658e+09,1,1,9.49905,0.960798,1.0,0.9228235,20,20,g1,Loose,Loose,Loose_L1,0
269,1.70658e+09,1,1,11.1278,1.11688,1.0,0.9357695,20,20,g1,Loose,Loose,Loose_L1,0
271,1.70658e+09,1,1,10.5484,1.01776,1.0,0.953879,20,20,g1,Loose,Loose,Loose_L1,0
273,1.70658e+09,1,1,9.25049,0.885959,1.0,0.953879,20,20,g1,Loose,Loose,Loose_L1,0
275,1.70658e+09,1,1,10.7498,1.05321,1.0,0.953879,20,20,g1,Loose,Loose,Loose_L1,0
277,1.70658e+09,1,1,10.1123,0.975009,1.0,0.960551,20,20,g1,Loose,Loose,Loose_L1,0
279,1.70658e+09,1,1,9.95977,0.978983,1.0,0.960551,20,20,g1,Loose,Loose,Loose_L1,0
281,1.70658e+09,1,1,9.61852,0.937274,1.0,0.960551,20,20,g1,Loose,Loose,Loose_L1,0
283,1.70658e+09,1,1,8.74336,0.877462,1.0,0.953879,20,20,g1,Loose,Loose,Loose_L1,0
285,1.70658e+09,1,1,9.83611,1.00494,1.0,0.960551,20,20,g1,Loose,Loose,Loose_L1,0
287,1.70658e+09,1,1,9.36135,0.933322,1.0,0.953879,20,20,g1,Loose,Loose,Loose_L1,0
289,1.70658e+09,1,1,9.96236,1.01061,1.0,0.960551,20,20,g1,Loose,Loose,Loose_L1,0
291,1.70658e+09,1,1,10.5364,1.046,1.0,0.9679035,20,20,g1,Loose,Loose,Loose_L1,0
293,1.70658e+09,1,1,10.3007,1.00256,1.0,0.976996,20,20,g1,Loose,Loose,Loose_L1,0
295,1.70658e+09,1,1,10.3612,1.011,1.0,0.9811765,20,20,g1,Loose,Loose,Loose_L1,0
297,1.70658e+09,1,1,9.08378,0.885848,1.0,0.9811765,20,20,g1,Loose,Loose,Loose_L1,0
299,1.70658e+09,1,1,8.7231,0.868627,1.0,0.976996,20,20,g1,Loose,Loose,Loose_L1,0
301,1.70658e+09,1,1,9.48756,0.968175,1.0,0.971592,20,20,g1,Loose,Loose,Loose_L1,0
303,1.70658e+09,1,1,8.25994,0.832572,1.0,0.971592,20,20,g1,Loose,Loose,Loose_L1,0
305,1.70658e+09,1,1,9.10472,0.943682,1.0,0.971592,20,20,g1,Loose,Loose,Loose_L1,0
307,1.70658e+09,1,1,7.35825,0.740118,1.0,0.971592,20,20,g1,Loose,Loose,Loose_L1,0
309,1.70658e+09,1,1,8.38,0.89884,1.0,0.9559285,20,20,g1,Loose,Loose,Loose_L1,0
311,1.70658e+09,1,1,10.9412,1.14742,1.0,0.9559285,20,20,g1,Loose,Loose,Loose_L1,0
313,1.70658e+09,1,1,7.55566,0.744924,1.0,0.9559285,20,20,g1,Loose,Loose,Loose_L1,0
315,1.70658e+09,1,1,7.62946,0.798175,1.0,0.940478,20,20,g1,Loose,Loose,Loose_L1,0
317,1.70658e+09,1,1,9.16867,0.987807,1.0,0.940478,20,20,g1,Loose,Loose,Loose_L1,0
319,1.70658e+09,1,1,7.35683,0.752357,1.0,0.935298,20,20,g1,Loose,Loose,Loose_L1,0
321,1.70658e+09,1,1,8.0046,0.855676,1.0,0.9160809999999999,20,20,g1,Loose,Loose,Loose_L1,0
323,1.70658e+09,1,1,8.43183,0.888765,1.0,0.9160809999999999,20,20,g1,Loose,Loose,Loose_L1,0
325,1.70658e+09,1,1,7.89799,0.815544,1.0,0.8938025,20,20,g1,Loose,Loose,Loose_L1,0
327,1.70658e+09,1,1,6.20938,0.671388,1.0,0.8873065,20,20,g1,Loose,Loose,Loose_L1,0
329,1.70658e+09,1,1,7.6669,0.858656,1.0,0.8772375,20,20,g1,Loose,Loose,Loose_L1,0
331,1.70658e+09,1,1,6.14913,0.678128,1.0,0.8636415,20,20,g1,Loose,Loose,Loose_L1,0
333,1.70658e+09,1,1,6.5284,0.736296,1.0,0.857166,20,20,g1,Loose,Loose,Loose_L1,0
335,1.70658e+09,1,1,8.30977,0.943421,1.0,0.857166,20,20,g1,Loose,Loose,Loose_L1,0
337,1.70658e+09,1,1,9.83122,1.05904,1.0,0.857166,20,20,g1,Loose,Loose,Loose_L1,0
339,1.70658e+09,1,1,7.95182,0.809138,1.0,0.844124,20,20,g1,Loose,Loose,Loose_L1,0
341,1.70658e+09,1,1,6.00985,0.636979,1.0,0.824058,20,20,g1,Loose,Loose,Loose_L1,0
343,1.70658e+09,1,1,6.1409,0.70734,1.0,0.812341,20,20,g1,Loose,Loose,Loose_L1,0
345,1.70658e+09,1,1,7.10138,0.803732,1.0,0.806435,20,20,g1,Loose,Loose,Loose_L1,0
347,1.70658e+09,1,1,8.08334,0.89575,1.0,0.812341,20,20,g1,Loose,Loose,Loose_L1,0
349,1.70658e+09,1,1,6.94443,0.737994,1.0,0.806435,20,20,g1,Loose,Loose,Loose_L1,0
351,1.70658e+09,1,1,6.25696,0.673683,1.0,0.8009535,20,20,g1,Loose,Loose,Loose_L1,0
353,1.70658e+09,1,1,6.59668,0.748387,1.0,0.8009535,20,20,g1,Loose,Loose,Loose_L1,0
355,1.70658e+09,1,1,6.48042,0.729582,1.0,0.7780445,20,20,g1,Loose,Loose,Loose_L1,0
357,1.70658e+09,1,1,5.51719,0.621148,1.0,0.750372,20,20,g1,Loose,Loose,Loose_L1,0
359,1.70658e+09,1,1,6.49104,0.754977,1.0,0.751682,20,20,g1,Loose,Loose,Loose_L1,0
361,1.70658e+09,1,1,8.2077,0.920174,1.0,0.751682,20,20,g1,Loose,Loose,Loose_L1,0
363,1.70658e+09,1,1,7.13682,0.758053,1.0,0.751682,20,20,g1,Loose,Loose,Loose_L1,0
365,1.70658e+09,1,1,4.97432,0.543799,1.0,0.7431905000000001,20,20,g1,Loose,Loose,Loose_L1,0
367,1.70658e+09,1,1,6.53206,0.78569,1.0,0.751682,20,20,g1,Loose,Loose,Loose_L1,0
369,1.70658e+09,1,1,8.27564,0.941477,1.0,0.751682,20,20,g1,Loose,Loose,Loose_L1,0
371,1.70658e+09,1,1,5.45664,0.575113,1.0,0.751682,20,20,g1,Loose,Loose,Loose_L1,0
373,1.70658e+09,1,1,6.6116,0.773031,1.0,0.756515,20,20,g1,Loose,Loose,Loose_L1,0
375,1.70658e+09,1,1,7.38053,0.825849,1.0,0.756515,20,20,g1,Loose,Loose,Loose_L1,0
377,1.70658e+09,1,1,5.95003,0.639801,1.0,0.751682,20,20,g1,Loose,Loose,Loose_L1,0
379,1.70658e+09,1,1,6.13596,0.696485,1.0,0.7431905000000001,20,20,g1,Loose,Loose,Loose_L1,0
381,1.70658e+09,1,1,5.75614,0.655688,1.0,0.7431905000000001,20,20,g1,Loose,Loose,Loose_L1,0
383,1.70658e+09,1,1,6.93588,0.8041,1.0,0.751682,20,20,g1,Loose,Loose,Loose_L1,0
385,1.70658e+09,1,1,7.70944,0.858021,1.0,0.751682,20,20,g1,Loose,Loose,Loose_L1,0
387,1.70658e+09,1,1,8.83427,0.948145,1.0,0.751682,20,20,g1,Loose,Loose,Loose_L1,0
389,1.70658e+09,1,1,7.71923,0.796627,1.0,0.756515,20,20,g1,Loose,Loose,Loose_L1,0
391,1.70658e+09,1,1,5.67231,0.59619,1.0,0.756515,20,20,g1,Loose,Loose,Loose_L1,0
393,1.70658e+09,1,1,7.44844,0.852307,1.0,0.765542,20,20,g1,Loose,Loose,Loose_L1,0
395,1.70658e+09,1,1,6.88244,0.749786,1.0,0.765542,20,20,g1,Loose,Loose,Loose_L1,0
397,1.70658e+09,1,1,7.9783,0.881778,1.0,0.7793605,20,20,g1,Loose,Loose,Loose_L1,0
399,1.70658e+09,1,1,6.35942,0.675613,1.0,0.7793605,20,20,g1,Loose,Loose,Loose_L1,0
401,1.70658e+09,1,1,5.76595,0.642889,1.0,0.765542,20,20,g1,Loose,Loose,Loose_L1,0
403,1.70658e+09,1,1,6.03452,0.703691,1.0,0.7614084999999999,20,20,g1,Loose,Loose,Loose_L1,0
405,1.70658e+09,0,0,nan,nan,1.0,0.7614084999999999,20,20,g1,Loose,Loose,Native,0
407,1.70658e+09,0,0,nan,nan,1.0,0.7614084999999999,20,20,g1,Loose,Loose,Native,0
409,1.70658e+09,1,1,6.78829,0.34118,1.0,0.7614084999999999,20,20,g1,Loose,Loose,Loose_L1,0
411,1.70658e+09,1,1,7.19543,0.697495,1.0,0.7267385,20,20,g1,Loose,Loose,Loose_L1,0
413,1.70658e+09,1,1,7.70691,0.820535,1.0,0.7267385,20,20,g1,Loose,Loose,Loose_L1,0
415,1.70658e+09,1,1,6.69221,0.710877,1.0,0.7303314999999999,20,20,g1,Loose,Loose,Loose_L1,0
417,1.70658e+09,1,1,7.52268,0.830154,1.0,0.7303314999999999,20,20,g1,Loose,Loose,Loose_L1,0
419,1.70658e+09,1,1,6.37903,0.686434,1.0,0.707284,20,20,g1,Loose,Loose,Loose_L1,0
421,1.70658e+09,1,1,6.86066,0.769849,1.0,0.7303314999999999,20,20,g1,Loose,Loose,Loose_L1,0
423,1.70658e+09,1,1,6.26183,0.694869,1.0,0.7303314999999999,20,20,g1,Loose,Loose,Loose_L1,0
425,1.70658e+09,1,1,5.38401,0.612561,1.0,0.7303314999999999,20,20,g1,Loose,Loose,Loose_L1,0
427,1.70658e+09,1,1,6.29281,0.740047,1.0,0.725462,20,20,g1,Loose,Loose,Loose_L1,0
429,1.70658e+09,1,1,5.18828,0.585656,1.0,0.707284,20,20,g1,Loose,Loose,Loose_L1,0
431,1.70658e+09,1,1,7.08222,0.845151,1.0,0.707284,20,20,g1,Loose,Loose,Loose_L1,0
433,1.70658e+09,1,1,6.94041,0.774166,1.0,0.707284,20,20,g1,Loose,Loose,Loose_L1,0
435,1.70658e+09,1,1,6.3041,0.694394,1.0,0.707284,20,20,g1,Loose,Loose,Loose_L1,0
437,1.70658e+09,1,1,8.42984,0.946873,1.0,0.707284,20,20,g1,Loose,Loose,Loose_L1,0
439,1.70658e+09,1,1,7.08489,0.742988,1.0,0.707284,20,20,g1,Loose,Loose,Loose_L1,0
441,1.70658e+09,1,1,8.55268,0.929621,1.0,0.707284,20,20,g1,Loose,Loose,Loose_L1,0
443,1.70658e+09,0,0,nan,nan,1.0,0.707284,20,20,g1,Loose,Loose,Native,0
445,1.70658e+09,1,1,5.99858,0.391907,1.0,0.707284,20,20,g1,Loose,Loose,Loose_L1,0
447,1.70658e+09,1,1,5.86183,0.624864,1.0,0.707284,20,20,g1,Loose,Loose,Loose_L1,0
449,1.70658e+09,1,1,5.49896,0.630554,1.0,0.704186,20,20,g1,Loose,Loose,Loose_L1,0
451,1.70658e+09,1,1,5.58605,0.662302,1.0,0.704186,20,20,g1,Loose,Loose,Loose_L1,0
453,1.70658e+09,1,1,6.23038,0.726115,1.0,0.718496,20,20,g1,Loose,Loose,Loose_L1,0
455,1.70658e+09,0,0,nan,nan,1.0,0.718496,20,20,g1,Loose,Loose,Native,0
457,1.70658e+09,1,1,8.81195,0.618246,1.0,0.702873,20,20,g1,Loose,Loose,Loose_L1,0
459,1.70658e+09,0,0,nan,nan,1.0,0.702873,20,20,g1,Loose,Loose,Native,0
461,1.70658e+09,1,1,7.604,0.469779,1.0,0.6946315,20,20,g1,Loose,Loose,Loose_L1,0
463,1.70658e+09,1,1,7.56543,0.74021,1.0,0.6946315,20,20,g1,Loose,Loose,Loose_L1,0
465,1.70658e+09,1,1,7.80087,0.823706,1.0,0.7104919999999999,20,20,g1,Loose,Loose,Loose_L1,0
467,1.70658e+09,1,1,6.11873,0.655863,1.0,0.6946315,20,20,g1,Loose,Loose,Loose_L1,0
469,1.70658e+09,1,1,6.43709,0.731294,1.0,0.7102545,20,20,g1,Loose,Loose,Loose_L1,0
471,1.70658e+09,1,1,7.79331,0.875704,1.0,0.7287045,20,20,g1,Loose,Loose,Loose_L1,0
473,1.70658e+09,1,1,6.29609,0.681936,1.0,0.7102545,20,20,g1,Loose,Loose,Loose_L1,0
475,1.70658e+09,1,1,5.39345,0.60963,1.0,0.7102545,20,20,g1,Loose,Loose,Loose_L1,0
477,1.70658e+09,1,1,7.33978,0.870437,1.0,0.7102545,20,20,g1,Loose,Loose,Loose_L1,0
479,1.70658e+09,0,0,nan,nan,1.0,0.7102545,20,20,g1,Loose,Loose,Native,0
481,1.70658e+09,1,1,7.06146,0.486647,1.0,0.6881649999999999,20,20,g1,Loose,Loose,Loose_L1,0
483,1.70658e+09,1,1,5.62396,0.571792,1.0,0.6721189999999999,20,20,g1,Loose,Loose,Loose_L1,0
