frame_id,timestamp,obs_iter,need_converge,attempted,la_pa,la_pr,lr_pa,lr_pr,inv_nf,inv_neg,rej_active,rej_late,sticky,flip,acc2rej,rej2acc,sticky_skip,counterfactual,r_min,r_mean,r_max,s_min,s_mean,s_max,z_min,z_mean,z_max,pv_min,pv_mean,pv_max,sv_min,sv_mean,sv_max,rv_min,rv_mean,rv_max,tv_min,tv_mean,tv_max,cnt_mean_mean,cnt_max_mean,probe_rescued,bin1_n,bin1_lapr,bin2_n,bin2_lapr,bin3_n,bin3_lapr,bin4_n,bin4_lapr,bin5_n,bin5_lapr,bin1_pv,bin1_z,bin2_pv,bin2_z,bin3_pv,bin3_z,bin4_pv,bin4_z,bin5_pv,bin5_z
4,1609059014.16,2,0,1538,1536,2,0,0,0,0,2,0,0,0,0,0,0,0,0.200034916465,0.270179276172,0.340323635879,0.00374910447803,0.00388684855844,0.00402459263885,3.26694661349,4.31573503225,5.36452345101,0.00110108335217,0.001683506248,0.00226592914384,0.000244075859863,0.000276471621323,0.000308867382784,0.00121691800632,0.00189072388176,0.00256452975721,2.21814680152e-05,3.61468073567e-05,5.01121466982e-05,5.20000004768,8,1,4,0,648,0,829,2,50,0,7,0,0,0,0,0,0.001683506248,4.31573503225,0,0,0,0
4,1609059014.16,3,0,1538,1536,2,0,0,0,0,2,0,0,0,0,0,0,0,0.200234706403,0.270058597817,0.339882489231,0.00375446902691,0.00389220897436,0.0040299489218,3.26787241505,4.3109402302,5.35400804534,0.0011064189652,0.00168887004628,0.00227132112737,0.000244048425211,0.000276468238957,0.000308888052703,0.00121691800632,0.00189072388176,0.00256452975721,2.21814680152e-05,3.61468073567e-05,5.01121466982e-05,5.20000004768,8,1,4,0,645,0,832,2,50,0,7,0,0,0,0,0,0.00168887004628,4.3109402302,0,0,0,0
5,1609059014.26,1,0,1549,1548,0,0,1,0,0,1,0,0,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,3,0,525,0,949,0,63,0,9,0,0,0,0,0,0,0,0,0,0,0
5,1609059014.26,2,0,1542,1541,0,0,1,0,0,1,0,0,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,3,0,519,0,948,0,63,0,9,0,0,0,0,0,0,0,0,0,0,0
5,1609059014.26,3,0,1542,1541,0,0,1,0,0,1,0,0,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,3,0,518,0,949,0,63,0,9,0,0,0,0,0,0,0,0,0,0,0
6,1609059014.37,1,0,1607,1605,1,1,0,0,0,1,0,0,0,0,0,0,0,0.104268221131,0.104268221131,0.104268221131,0.000581405350808,0.000581405350808,0.000581405350808,4.32426650912,4.32426650912,4.32426650912,9.67183757981e-05,9.67183757981e-05,9.67183757981e-05,0.000396040333558,0.000396040333558,0.000396040333558,6.51127427489e-05,6.51127427489e-05,6.51127427489e-05,2.35338987026e-05,2.35338987026e-05,2.35338987026e-05,6.40000009537,10,0,0,0,467,0,1049,1,81,0,10,0,0,0,0,0,9.67183757981e-05,4.32426650912,0,0,0,0
6,1609059014.37,2,0,1606,1604,1,1,0,0,0,1,0,0,0,0,0,0,0,0.103895486596,0.103895486596,0.103895486596,0.000581236148671,0.000581236148671,0.000581236148671,4.30943538379,4.30943538379,4.30943538379,9.65516420217e-05,9.65516420217e-05,9.65516420217e-05,0.000396037865198,0.000396037865198,0.000396037865198,6.51127427489e-05,6.51127427489e-05,6.51127427489e-05,2.35338987026e-05,2.35338987026e-05,2.35338987026e-05,6.40000009537,10,0,0,0,473,0,1042,1,81,0,10,0,0,0,0,0,9.65516420217e-05,4.30943538379,0,0,0,0
7,1609059014.46,1,0,1642,1641,1,0,0,0,0,1,0,0,0,0,0,0,0,0.141561543001,0.141561543001,0.141561543001,0.000567033117757,0.000567033117757,0.000567033117757,5.9448523867,5.9448523867,5.9448523867,9.37351213588e-05,9.37351213588e-05,9.37351213588e-05,0.00039604300353,0.00039604300353,0.00039604300353,5.59273420298e-05,5.59273420298e-05,5.59273420298e-05,2.13276508382e-05,2.13276508382e-05,2.13276508382e-05,6.40000009537,10,0,1,0,341,0,1180,1,109,0,11,0,0,0,0,0,9.37351213588e-05,5.9448523867,0,0,0,0
7,1609059014.46,2,0,1641,1640,1,0,0,0,0,1,0,0,0,0,0,0,0,0.141673586809,0.141673586809,0.141673586809,0.000565916403296,0.000565916403296,0.000565916403296,5.95542484099,5.95542484099,5.95542484099,9.2609315993e-05,9.2609315993e-05,9.2609315993e-05,0.000396052094435,0.000396052094435,0.000396052094435,5.59273420298e-05,5.59273420298e-05,5.59273420298e-05,2.13276508382e-05,2.13276508382e-05,2.13276508382e-05,6.40000009537,10,0,1,0,341,0,1179,1,109,0,11,0,0,0,0,0,9.2609315993e-05,5.95542484099,0,0,0,0
8,1609059014.57,1,0,1671,1666,2,1,2,0,0,4,0,0,0,0,0,0,0,0.0487376262453,0.0916087928366,0.134479959428,0.000152611001055,0.000362029065836,0.000571447130617,3.94522205766,4.78541551184,5.62560896601,2.33342097417e-05,5.8507865124e-05,9.36815205064e-05,7.51803446856e-05,0.000235618905641,0.000396057466596,2.51990959916e-05,4.33339892556e-05,6.14688825197e-05,2.02392609947e-05,2.45683058154e-05,2.88973506361e-05,4.20000004768,7.5,0,4,0,300,1,1201,1,154,0,12,0,0,0,2.33342097417e-05,3.94522205766,9.36815205064e-05,5.62560896601,0,0,0,0
8,1609059014.57,2,0,1666,1662,2,1,1,0,0,3,0,0,1,0,1,0,0,0.0425505464327,0.0875744036252,0.132598260818,0.000153749550873,0.000363402752154,0.000573055953434,3.43161228373,4.48535682875,5.53910137377,2.44026431053e-05,5.9852796339e-05,9.53029495728e-05,7.52504611397e-05,0.000235647660743,0.000396044860347,2.51990959916e-05,4.33339892556e-05,6.14688825197e-05,2.02392609947e-05,2.45683058154e-05,2.88973506361e-05,4.20000004768,7.5,0,4,0,300,1,1197,1,153,0,12,0,0,0,2.44026431053e-05,3.43161228373,9.53029495728e-05,5.53910137377,0,0,0,0
9,1609059014.67,1,0,1679,1678,1,0,0,0,0,1,0,0,0,0,0,0,0,0.208295352908,0.208295352908,0.208295352908,0.000561190659031,0.000561190659031,0.000561190659031,8.79274268791,8.79274268791,8.79274268791,8.87684687495e-05,8.87684687495e-05,8.87684687495e-05,0.000396057220553,0.000396057220553,0.000396057220553,5.72811457531e-05,5.72811457531e-05,5.72811457531e-05,1.90838239757e-05,1.90838239757e-05,1.90838239757e-05,6.40000009537,10,0,2,0,277,0,1100,1,287,0,13,0,0,0,0,0,8.87684687495e-05,8.79274268791,0,0,0,0
9,1609059014.67,2,0,1680,1679,1,0,0,0,0,1,0,0,0,0,0,0,0,0.210011402644,0.210011402644,0.210011402644,0.000561020802199,0.000561020802199,0.000561020802199,8.86652398298,8.86652398298,8.86652398298,8.86042525272e-05,8.86042525272e-05,8.86042525272e-05,0.000396051579943,0.000396051579943,0.000396051579943,5.72811457531e-05,5.72811457531e-05,5.72811457531e-05,1.90838239757e-05,1.90838239757e-05,1.90838239757e-05,6.40000009537,10,0,2,0,280,0,1098,1,287,0,13,0,0,0,0,0,8.86042525272e-05,8.86652398298,0,0,0,0
10,1609059014.76,1,0,1691,1690,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0905560348249,0.0905560348249,0.0905560348249,0.000604449171688,0.000604449171688,0.000604449171688,3.68330348923,3.68330348923,3.68330348923,5.2074183009e-05,5.2074183009e-05,5.2074183009e-05,0.000327383191941,0.000327383191941,0.000327383191941,0.000207140600206,0.000207140600206,0.000207140600206,1.78511965314e-05,1.78511965314e-05,1.78511965314e-05,13.6000003815,14,1,0,0,263,0,1062,0,351,1,15,0,0,0,0,0,0,0,5.2074183009e-05,3.68330348923,0,0
10,1609059014.76,2,0,1690,1689,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0925832747432,0.0925832747432,0.0925832747432,0.000604086906856,0.000604086906856,0.000604086906856,3.76688903241,3.76688903241,3.76688903241,5.17654798082e-05,5.17654798082e-05,5.17654798082e-05,0.00032732963031,0.00032732963031,0.00032732963031,0.000207140600206,0.000207140600206,0.000207140600206,1.78511965314e-05,1.78511965314e-05,1.78511965314e-05,13.6000003815,14,1,0,0,260,0,1065,0,350,1,15,0,0,0,0,0,0,0,5.17654798082e-05,3.76688903241,0,0
11,1609059014.85,1,0,1696,1695,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0920832046809,0.0920832046809,0.0920832046809,0.000723410515682,0.000723410515682,0.000723410515682,3.42363940609,3.42363940609,3.42363940609,8.85621631175e-05,8.85621631175e-05,8.85621631175e-05,0.000323655939188,0.000323655939188,0.000323655939188,0.000294497791126,0.000294497791126,0.000294497791126,1.66946222511e-05,1.66946222511e-05,1.66946222511e-05,12.3999996185,15,1,2,0,220,0,1061,0,384,1,29,0,0,0,0,0,0,0,8.85621631175e-05,3.42363940609,0,0
11,1609059014.85,2,0,1691,1690,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0956258519751,0.0956258519751,0.0956258519751,0.000722294133738,0.000722294133738,0.000722294133738,3.5581010156,3.5581010156,3.5581010156,8.73965466994e-05,8.73965466994e-05,8.73965466994e-05,0.000323705173661,0.000323705173661,0.000323705173661,0.000294497791126,0.000294497791126,0.000294497791126,1.66946222511e-05,1.66946222511e-05,1.66946222511e-05,12.3999996185,15,1,2,0,230,0,1048,0,382,1,29,0,0,0,0,0,0,0,8.73965466994e-05,3.5581010156,0,0
12,1609059014.97,1,0,1715,1714,0,1,0,0,0,0,0,0,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,1,0,219,0,914,0,549,0,32,0,0,0,0,0,0,0,0,0,0,0
12,1609059014.97,2,0,1713,1712,0,1,0,0,0,0,0,0,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,1,0,217,0,916,0,546,0,33,0,0,0,0,0,0,0,0,0,0,0
12,1609059014.97,3,0,1713,1712,0,1,0,0,0,0,0,0,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,1,0,216,0,916,0,547,0,33,0,0,0,0,0,0,0,0,0,0,0
13,1609059015.06,1,0,1749,1749,0,0,0,0,0,0,0,0,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,0,0,218,0,878,0,610,0,43,0,0,0,0,0,0,0,0,0,0,0
13,1609059015.06,2,0,1747,1747,0,0,0,0,0,0,0,0,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,0,0,210,0,895,0,599,0,43,0,0,0,0,0,0,0,0,0,0,0
14,1609059015.16,1,0,1762,1762,0,0,0,0,0,0,0,0,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,2,0,176,0,879,0,640,0,65,0,0,0,0,0,0,0,0,0,0,0
14,1609059015.16,2,0,1759,1759,0,0,0,0,0,0,0,0,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,2,0,182,0,864,0,646,0,65,0,0,0,0,0,0,0,0,0,0,0
15,1609059015.27,1,0,1758,1758,0,0,0,0,0,0,0,0,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,1,0,164,0,795,0,626,0,172,0,0,0,0,0,0,0,0,0,0,0
15,1609059015.27,2,0,1755,1755,0,0,0,0,0,0,0,0,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,1,0,162,0,803,0,617,0,172,0,0,0,0,0,0,0,0,0,0,0
15,1609059015.27,3,0,1754,1754,0,0,0,0,0,0,0,0,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,1,0,161,0,806,0,614,0,172,0,0,0,0,0,0,0,0,0,0,0
16,1609059015.36,1,0,1761,1760,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0799855449368,0.0799855449368,0.0799855449368,0.000692120552042,0.000692120552042,0.000692120552042,3.04032937248,3.04032937248,3.04032937248,6.19844393393e-05,6.19844393393e-05,6.19844393393e-05,0.000323226534979,0.000323226534979,0.000323226534979,0.000292101223451,0.000292101223451,0.000292101223451,1.4808354273e-05,1.4808354273e-05,1.4808354273e-05,16.3999996185,20,1,0,0,146,0,775,0,635,0,205,1,0,0,0,0,0,0,0,0,6.19844393393e-05,3.04032937248
16,1609059015.36,2,0,1760,1760,0,0,0,0,0,0,0,0,1,0,1,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,0,0,147,0,768,0,641,0,204,0,0,0,0,0,0,0,0,0,0,0
17,1609059015.46,1,0,1774,1773,1,0,0,0,0,1,0,0,0,0,0,0,0,0.32169580457,0.32169580457,0.32169580457,0.0111530732765,0.0111530732765,0.0111530732765,3.04612779367,3.04612779367,3.04612779367,0.00144213139841,0.00144213139841,0.00144213139841,7.64866388361e-05,7.64866388361e-05,7.64866388361e-05,0.00962703253052,0.00962703253052,0.00962703253052,7.42270868563e-06,7.42270868563e-06,7.42270868563e-06,11.1999998093,20,1,3,0,136,0,739,0,683,1,213,0,0,0,0,0,0,0,0.00144213139841,3.04612779367,0,0
17,1609059015.46,2,0,1772,1772,0,0,0,0,0,0,0,0,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,3,0,137,0,731,0,688,0,213,0,0,0,0,0,0,0,0,0,0,0
17,1609059015.46,3,0,1773,1773,0,0,0,0,0,0,0,0,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,3,0,137,0,733,0,687,0,213,0,0,0,0,0,0,0,0,0,0,0
18,1609059015.57,1,0,1793,1792,0,1,0,0,0,0,0,0,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,0,0,120,0,711,0,753,0,209,0,0,0,0,0,0,0,0,0,0,0
18,1609059015.57,2,0,1788,1787,0,1,0,0,0,0,0,0,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,0,0,118,0,723,0,738,0,209,0,0,0,0,0,0,0,0,0,0,0
18,1609059015.57,3,0,1788,1787,0,1,0,0,0,0,0,0,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,0,0,119,0,723,0,737,0,209,0,0,0,0,0,0,0,0,0,0,0
19,1609059015.66,1,0,1806,1806,0,0,0,0,0,0,0,0,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,0,0,123,0,672,0,785,0,226,0,0,0,0,0,0,0,0,0,0,0
19,1609059015.66,2,0,1800,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,0,0,124,0,666,0,787,0,223,0,0,0,0,0,0,0,0,0,0,0
20,1609059015.76,1,0,1821,1818,1,1,1,0,0,2,0,0,0,0,0,0,0,0.17425986503,0.17425986503,0.17425986503,0.0020795010739,0.0020795010739,0.0020795010739,3.82135864062,3.82135864062,3.82135864062,0.000910421136197,0.000910421136197,0.000910421136197,0.000201846292139,0.000201846292139,0.000201846292139,0.000949829762229,0.000949829762229,0.000949829762229,1.74038833381e-05,1.74038833381e-05,1.74038833381e-05,11.1999998093,20,1,0,0,122,0,619,0,852,1,228,0,0,0,0,0,0,0,0.000910421136197,3.82135864062,0,0
20,1609059015.76,2,0,1815,1812,1,1,1,0,0,2,0,0,0,0,0,0,0,0.174398234088,0.174398234088,0.174398234088,0.00209591259207,0.00209591259207,0.00209591259207,3.80939054584,3.80939054584,3.80939054584,0.000926851224964,0.000926851224964,0.000926851224964,0.000201827721538,0.000201827721538,0.000201827721538,0.000949829762229,0.000949829762229,0.000949829762229,1.74038833381e-05,1.74038833381e-05,1.74038833381e-05,11.1999998093,20,1,0,0,121,0,619,0,848,1,227,0,0,0,0,0,0,0,0.000926851224964,3.80939054584,0,0
20,1609059015.76,3,0,1815,1812,1,1,1,0,0,2,0,0,0,0,0,0,0,0.174770009154,0.174770009154,0.174770009154,0.00209969444096,0.00209969444096,0.00209969444096,3.81407175944,3.81407175944,3.81407175944,0.000930630879659,0.000930630879659,0.000930630879659,0.000201829915732,0.000201829915732,0.000201829915732,0.000949829762229,0.000949829762229,0.000949829762229,1.74038833381e-05,1.74038833381e-05,1.74038833381e-05,11.1999998093,20,1,0,0,121,0,619,0,849,1,226,0,0,0,0,0,0,0,0.000930630879659,3.81407175944,0,0
21,1609059015.87,1,0,1823,1823,0,0,0,0,0,0,0,0,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,1,0,105,0,583,0,910,0,224,0,0,0,0,0,0,0,0,0,0,0
21,1609059015.87,2,0,1821,1821,0,0,0,0,0,0,0,0,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,1,0,105,0,584,0,909,0,222,0,0,0,0,0,0,0,0,0,0,0
22,1609059015.96,1,0,1822,1821,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0809101486476,0.0809101486476,0.0809101486476,0.000694161793109,0.000694161793109,0.000694161793109,3.0709492959,3.0709492959,3.0709492959,6.23363534756e-05,6.23363534756e-05,6.23363534756e-05,0.000323242230308,0.000323242230308,0.000323242230308,0.000294582475531,0.000294582475531,0.000294582475531,1.40007337939e-05,1.40007337939e-05,1.40007337939e-05,16.3999996185,20,1,0,0,99,0,552,0,914,0,257,1,0,0,0,0,0,0,0,0,6.23363534756e-05,3.0709492959
22,1609059015.96,2,0,1820,1819,1,0,0,0,0,1,0,0,0,0,0,0,0,0.082367050031,0.082367050031,0.082367050031,0.000693293127583,0.000693293127583,0.000693293127583,3.12820398151,3.12820398151,3.12820398151,6.14119356104e-05,6.14119356104e-05,6.14119356104e-05,0.000323297982647,0.000323297982647,0.000323297982647,0.000294582475531,0.000294582475531,0.000294582475531,1.40007337939e-05,1.40007337939e-05,1.40007337939e-05,16.3999996185,20,1,0,0,99,0,554,0,911,0,256,1,0,0,0,0,0,0,0,0,6.14119356104e-05,3.12820398151
23,1609059016.06,1,0,1836,1836,0,0,0,0,0,0,0,0,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,0,0,86,0,518,0,953,0,279,0,0,0,0,0,0,0,0,0,0,0
23,1609059016.06,2,0,1833,1833,0,0,0,0,0,0,0,0,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,0,0,86,0,518,0,951,0,278,0,0,0,0,0,0,0,0,0,0,0
24,1609059016.17,1,0,1838,1838,0,0,0,0,0,0,0,0,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,1,0,81,0,509,0,958,0,289,0,0,0,0,0,0,0,0,0,0,0
24,1609059016.17,2,0,1838,1838,0,0,0,0,0,0,0,0,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,1,0,81,0,505,0,962,0,289,0,0,0,0,0,0,0,0,0,0,0
25,1609059016.26,1,0,1844,1844,0,0,0,0,0,0,0,0,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,3,0,81,0,499,0,953,0,308,0,0,0,0,0,0,0,0,0,0,0
25,1609059016.26,2,0,1842,1841,1,0,0,0,0,1,0,0,1,1,0,0,0,0.334328665474,0.334328665474,0.334328665474,0.00414985807003,0.00414985807003,0.00414985807003,5.18987613695,5.18987613695,5.18987613695,0.00337314781384,0.00337314781384,0.00337314781384,0.000386806664132,0.000386806664132,0.000386806664132,0.00037680338516,0.00037680338516,0.00037680338516,1.31002069011e-05,1.31002069011e-05,1.31002069011e-05,10.1999998093,20,1,3,0,80,0,508,0,939,1,312,0,0,0,0,0,0,0,0.00337314781384,5.18987613695,0,0
25,1609059016.26,3,0,1842,1841,1,0,0,0,0,1,0,0,0,0,0,0,0,0.333972798937,0.333972798937,0.333972798937,0.00420738579186,0.00420738579186,0.00420738579186,5.14878702844,5.14878702844,5.14878702844,0.00343067755787,0.00343067755787,0.00343067755787,0.000386804641929,0.000386804641929,0.000386804641929,0.00037680338516,0.00037680338516,0.00037680338516,1.31002069011e-05,1.31002069011e-05,1.31002069011e-05,10.1999998093,20,1,3,0,80,0,506,0,941,1,312,0,0,0,0,0,0,0,0.00343067755787,5.14878702844,0,0
26,1609059016.35,1,0,1852,1851,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0354110900691,0.0354110900691,0.0354110900691,0.000130137700841,0.000130137700841,0.000130137700841,3.10411449003,3.10411449003,3.10411449003,1.60024033949e-05,1.60024033949e-05,1.60024033949e-05,7.35437353972e-05,7.35437353972e-05,7.35437353972e-05,2.403669582e-05,2.403669582e-05,2.403669582e-05,1.65548662293e-05,1.65548662293e-05,1.65548662293e-05,5.19999980927,17,1,1,0,78,0,493,1,950,0,330,0,0,0,0,0,1.60024033949e-05,3.10411449003,0,0,0,0
