timestamp,attempted,la_pa,la_pr,lr_pa,lr_pr,inv_nf,inv_neg,r_min,r_mean,r_max,s_min,s_mean,s_max,z_min,z_mean,z_max,pv_min,pv_mean,pv_max,sv_min,sv_mean,sv_max,rv_min,rv_mean,rv_max,tv_min,tv_mean,tv_max,cnt_mean_mean,cnt_max_mean,probe_rescued,bin1_n,bin1_lapr,bin2_n,bin2_lapr,bin3_n,bin3_lapr,bin4_n,bin4_lapr,bin5_n,bin5_lapr,bin1_pv,bin1_z,bin2_pv,bin2_z,bin3_pv,bin3_z,bin4_pv,bin4_z,bin5_pv,bin5_z
1609059015.46,1774,1773,1,0,0,0,0,0.32169580457,0.32169580457,0.32169580457,0.0111530732765,0.0111530732765,0.0111530732765,3.04612779367,3.04612779367,3.04612779367,0.00144213139841,0.00144213139841,0.00144213139841,7.64866388361e-05,7.64866388361e-05,7.64866388361e-05,0.00962703253052,0.00962703253052,0.00962703253052,7.42270868563e-06,7.42270868563e-06,7.42270868563e-06,11.1999998093,20,1,3,0,136,0,739,0,683,1,213,0,0,0,0,0,0,0,0.00144213139841,3.04612779367,0,0
1609059015.57,1793,1792,0,1,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,0,0,120,0,711,0,753,0,209,0,0,0,0,0,0,0,0,0,0,0
1609059015.66,1806,1806,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,0,0,123,0,672,0,785,0,226,0,0,0,0,0,0,0,0,0,0,0
1609059015.76,1821,1818,1,1,1,0,0,0.17425986503,0.17425986503,0.17425986503,0.0020795010739,0.0020795010739,0.0020795010739,3.82135864062,3.82135864062,3.82135864062,0.000910421136197,0.000910421136197,0.000910421136197,0.000201846292139,0.000201846292139,0.000201846292139,0.000949829762229,0.000949829762229,0.000949829762229,1.74038833381e-05,1.74038833381e-05,1.74038833381e-05,11.1999998093,20,1,0,0,122,0,619,0,852,1,228,0,0,0,0,0,0,0,0.000910421136197,3.82135864062,0,0
1609059015.87,1823,1823,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,1,0,105,0,583,0,910,0,224,0,0,0,0,0,0,0,0,0,0,0
1609059015.96,1822,1821,1,0,0,0,0,0.0809101486476,0.0809101486476,0.0809101486476,0.000694161793109,0.000694161793109,0.000694161793109,3.0709492959,3.0709492959,3.0709492959,6.23363534756e-05,6.23363534756e-05,6.23363534756e-05,0.000323242230308,0.000323242230308,0.000323242230308,0.000294582475531,0.000294582475531,0.000294582475531,1.40007337939e-05,1.40007337939e-05,1.40007337939e-05,16.3999996185,20,1,0,0,99,0,552,0,914,0,257,1,0,0,0,0,0,0,0,0,6.23363534756e-05,3.0709492959
1609059016.06,1836,1836,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,0,0,86,0,518,0,953,0,279,0,0,0,0,0,0,0,0,0,0,0
1609059016.17,1838,1838,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,1,0,81,0,509,0,958,0,289,0,0,0,0,0,0,0,0,0,0,0
1609059016.26,1844,1844,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,3,0,81,0,499,0,953,0,308,0,0,0,0,0,0,0,0,0,0,0
1609059016.35,1852,1851,1,0,0,0,0,0.0354110900691,0.0354110900691,0.0354110900691,0.000130137700841,0.000130137700841,0.000130137700841,3.10411449003,3.10411449003,3.10411449003,1.60024033949e-05,1.60024033949e-05,1.60024033949e-05,7.35437353972e-05,7.35437353972e-05,7.35437353972e-05,2.403669582e-05,2.403669582e-05,2.403669582e-05,1.65548662293e-05,1.65548662293e-05,1.65548662293e-05,5.19999980927,17,1,1,0,78,0,493,1,950,0,330,0,0,0,0,0,1.60024033949e-05,3.10411449003,0,0,0,0
1609059016.47,1845,1843,1,0,1,0,0,0.0998874350229,0.0998874350229,0.0998874350229,0.000465397284144,0.000465397284144,0.000465397284144,4.63019134536,4.63019134536,4.63019134536,8.93290292435e-05,8.93290292435e-05,8.93290292435e-05,0.000327274616303,0.000327274616303,0.000327274616303,3.49416910002e-05,3.49416910002e-05,3.49416910002e-05,1.38519475976e-05,1.38519475976e-05,1.38519475976e-05,10.3999996185,18,1,2,0,72,0,470,0,947,1,354,0,0,0,0,0,0,0,8.93290292435e-05,4.63019134536,0,0
1609059016.57,1859,1858,0,1,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,0,0,57,0,504,0,920,0,378,0,0,0,0,0,0,0,0,0,0,0
1609059016.65,1858,1855,1,0,2,0,0,0.179102379929,0.179102379929,0.179102379929,0.00237200947957,0.00237200947957,0.00237200947957,3.67741926313,3.67741926313,3.67741926313,0.000701413516263,0.000701413516263,0.000701413516263,0.000271175843608,0.000271175843608,0.000271175843608,0.0013876435861,0.0013876435861,0.0013876435861,1.17765335973e-05,1.17765335973e-05,1.17765335973e-05,9.60000038147,20,1,1,0,63,0,472,0,951,1,371,0,0,0,0,0,0,0,0.000701413516263,3.67741926313,0,0
1609059016.78,1882,1882,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,1,0,63,0,506,0,919,0,393,0,0,0,0,0,0,0,0,0,0,0
1609059016.86,1871,1871,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,1,0,54,0,467,0,957,0,392,0,0,0,0,0,0,0,0,0,0,0
1609059016.95,1859,1858,1,0,0,0,0,0.0722888815998,0.0722888815998,0.0722888815998,0.000560974613289,0.000560974613289,0.000560974613289,3.05210803203,3.05210803203,3.05210803203,2.57980493116e-05,2.57980493116e-05,2.57980493116e-05,0.000325907631156,0.000325907631156,0.000325907631156,0.000197260856342,0.000197260856342,0.000197260856342,1.20080764797e-05,1.20080764797e-05,1.20080764797e-05,20,20,1,0,0,45,0,474,0,928,0,412,1,0,0,0,0,0,0,0,0,2.57980493116e-05,3.05210803203
1609059017.07,1877,1876,1,0,0,0,0,0.0881269701261,0.0881269701261,0.0881269701261,0.000847371756178,0.000847371756178,0.000847371756178,3.02741422199,3.02741422199,3.02741422199,0.00010704911566,0.00010704911566,0.00010704911566,4.4886341362e-05,4.4886341362e-05,4.4886341362e-05,0.000688552391243,0.000688552391243,0.000688552391243,6.88390791254e-06,6.88390791254e-06,6.88390791254e-06,9.80000019073,16,1,0,0,58,0,452,0,925,1,442,0,0,0,0,0,0,0,0.00010704911566,3.02741422199,0,0
1609059017.16,1877,1876,1,0,0,0,0,0.0950441879455,0.0950441879455,0.0950441879455,0.000562783468875,0.000562783468875,0.000562783468875,4.00640545407,4.00640545407,4.00640545407,2.55812926213e-05,2.55812926213e-05,2.55812926213e-05,0.000325927044962,0.000325927044962,0.000325927044962,0.000198791844989,0.000198791844989,0.000198791844989,1.24832863022e-05,1.24832863022e-05,1.24832863022e-05,20,20,1,0,0,44,0,450,0,940,0,443,1,0,0,0,0,0,0,0,0,2.55812926213e-05,4.00640545407
1609059017.25,1906,1906,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,0,0,40,0,479,0,941,0,446,0,0,0,0,0,0,0,0,0,0,0
1609059017.37,1896,1894,2,0,0,0,0,0.0747232698572,0.081489257825,0.0882552457928,0.000563957452426,0.000580475353103,0.000596993253781,3.05823712763,3.38729677437,3.71635642111,2.56573057829e-05,6.70549846229e-05,0.000108452663463,0.000325935962734,0.000328519677686,0.000331103392638,0.000110750158623,0.000171465776999,0.000232181395375,1.32185898883e-05,1.34349137951e-05,1.36512377018e-05,14.4000000954,20,2,1,0,39,0,457,1,915,0,484,1,0,0,0,0,0.000108452663463,3.71635642111,0,0,2.56573057829e-05,3.05823712763
1609059017.46,1898,1895,3,0,0,0,0,0.0276609164487,0.0674181797383,0.102926194936,8.46763969715e-05,0.000385027327225,0.000558281970318,3.00597510648,3.52910737497,4.54818913866,4.71296990888e-06,3.55700593868e-05,7.62450435503e-05,6.11961415384e-05,0.000239422262059,0.000331166495335,2.58804804608e-06,9.63474821766e-05,0.000194366603384,1.22590529296e-05,1.36875236025e-05,1.61792374781e-05,11.7333334287,20,2,0,0,39,0,447,2,935,0,477,1,0,0,0,0,4.04790067296e-05,3.77708212257,0,0,2.5752164701e-05,3.03315787976
1609059017.55,1899,1897,2,0,0,0,0,0.0890065648848,0.116999264554,0.144991964223,0.000541708366593,0.0010555103214,0.00156931227621,3.66006878467,3.742128543,3.82418830133,0.000103523961134,0.000252738029246,0.000401952097358,0.000221717313746,0.000276383684415,0.000331050055085,9.47298842028e-05,0.000512521662259,0.000930313440316,1.24044661714e-05,1.38669454805e-05,1.53294247896e-05,12,20,2,0,0,41,0,448,1,914,0,496,1,0,0,0,0,0.000103523961134,3.82418830133,0,0,0.000401952097358,3.66006878467
1609059017.66,1898,1896,2,0,0,0,0,0.0878196340494,0.123304049255,0.15878846446,0.000558664810701,0.00115057201118,0.00174247921166,3.71548886964,3.75972095166,3.80395303367,0.000104134285051,0.000268670533225,0.0004332067814,0.00022035295849,0.000275695502285,0.00033103804608,0.000109985463471,0.000591236420911,0.00107248737835,1.35070160986e-05,1.4969554761e-05,1.64320934234e-05,12.0999999046,20,2,0,0,38,0,432,1,914,0,514,1,0,0,0,0,0.000104134285051,3.71548886964,0,0,0.0004332067814,3.80395303367
1609059017.76,1894,1890,4,0,0,0,0,0.0315332381753,0.0941655409595,0.12670256234,8.7412740772e-05,0.000688741526567,0.00156471369481,3.20308125588,3.97371263136,5.30929497168,7.09484523016e-06,0.000131385526,0.000393173748203,6.03530104027e-05,0.00022909020579,0.000361077523444,3.01037154111e-06,0.000314531706241,0.000989267739006,1.20459559517e-05,1.37340885362e-05,1.6954513598e-05,12.7999999523,20,3,0,0,39,0,420,2,916,0,519,2,0,0,0,0,5.3305510341e-05,4.34101103644,0,0,0.00020946554166,3.60641422627
1609059017.86,1915,1915,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,0,0,28,0,421,0,942,0,524,0,0,0,0,0,0,0,0,0,0,0
1609059017.97,1917,1916,1,0,0,0,0,0.129761971682,0.129761971682,0.129761971682,0.00171204223725,0.00171204223725,0.00171204223725,3.13610213729,3.13610213729,3.13610213729,0.000370683239373,0.000370683239373,0.000370683239373,0.000222868109652,0.000222868109652,0.000222868109652,0.00110258444213,0.00110258444213,0.00110258444213,1.59064460887e-05,1.59064460887e-05,1.59064460887e-05,15.8000001907,20,1,3,0,24,0,403,0,933,0,554,1,0,0,0,0,0,0,0,0,0.000370683239373,3.13610213729
1609059018.06,1924,1924,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,1,0,35,0,409,0,907,0,572,0,0,0,0,0,0,0,0,0,0,0
1609059018.15,1905,1904,1,0,0,0,0,0.087241516033,0.087241516033,0.087241516033,0.000548694241324,0.000548694241324,0.000548694241324,3.7244144486,3.7244144486,3.7244144486,2.61697970467e-05,2.61697970467e-05,2.61697970467e-05,0.000325957294506,0.000325957294506,0.000325957294506,0.000185348705951,0.000185348705951,0.000185348705951,1.12184438209e-05,1.12184438209e-05,1.12184438209e-05,20,20,1,0,0,26,0,399,0,907,0,573,1,0,0,0,0,0,0,0,0,2.61697970467e-05,3.7244144486
1609059018.27,1934,1934,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,1,0,27,0,407,0,921,0,578,0,0,0,0,0,0,0,0,0,0,0
1609059018.36,1918,1918,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,2,0,25,0,391,0,919,0,581,0,0,0,0,0,0,0,0,0,0,0
1609059018.45,1935,1935,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,2,0,29,0,396,0,920,0,588,0,0,0,0,0,0,0,0,0,0,0
1609059018.57,1941,1941,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,0,0,27,0,400,0,902,0,612,0,0,0,0,0,0,0,0,0,0,0
1609059018.66,1933,1933,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,1,0,19,0,389,0,907,0,617,0,0,0,0,0,0,0,0,0,0,0
1609059018.75,1940,1940,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,0,0,27,0,376,0,937,0,600,0,0,0,0,0,0,0,0,0,0,0
1609059018.87,1938,1938,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,0,0,22,0,386,0,909,0,621,0,0,0,0,0,0,0,0,0,0,0
1609059018.96,1942,1941,1,0,0,0,0,0.197295685318,0.197295685318,0.197295685318,0.00398900284575,0.00398900284575,0.00398900284575,3.12381578166,3.12381578166,3.12381578166,0.0010989250229,0.0010989250229,0.0010989250229,0.000239469849066,0.000239469849066,0.000239469849066,0.00263377428319,0.00263377428319,0.00263377428319,1.68336905872e-05,1.68336905872e-05,1.68336905872e-05,8.80000019073,20,1,0,0,19,0,377,1,924,0,622,0,0,0,0,0,0.0010989250229,3.12381578166,0,0,0,0
1609059019.05,1940,1940,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,0,0,20,0,373,0,916,0,631,0,0,0,0,0,0,0,0,0,0,0
1609059019.17,1926,1925,1,0,0,0,0,0.0913053574735,0.0913053574735,0.0913053574735,0.000614978292438,0.000614978292438,0.000614978292438,3.68185234661,3.68185234661,3.68185234661,0.000221551779318,0.000221551779318,0.000221551779318,0.000303125622807,0.000303125622807,0.000303125622807,7.58567285202e-05,7.58567285202e-05,7.58567285202e-05,1.44441617941e-05,1.44441617941e-05,1.44441617941e-05,9.19999980927,19,0,2,0,19,0,359,0,906,1,640,0,0,0,0,0,0,0,0.000221551779318,3.68185234661,0,0
1609059019.26,1929,1928,1,0,0,0,0,0.233281557104,0.233281557104,0.233281557104,0.00285100355102,0.00285100355102,0.00285100355102,4.3689947853,4.3689947853,4.3689947853,0.00169463371193,0.00169463371193,0.00169463371193,0.000379809990081,0.000379809990081,0.000379809990081,0.000764541097238,0.000764541097238,0.000764541097238,1.20187517734e-05,1.20187517734e-05,1.20187517734e-05,8,20,0,1,0,21,0,354,1,904,0,649,0,0,0,0,0,0.00169463371193,4.3689947853,0,0,0,0
1609059019.35,1933,1932,0,1,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,0,0,25,0,343,0,897,0,668,0,0,0,0,0,0,0,0,0,0,0
1609059019.47,1948,1947,1,0,0,0,0,0.312739082897,0.312739082897,0.312739082897,0.00436678158889,0.00436678158889,0.00436678158889,4.73261769264,4.73261769264,4.73261769264,0.000262204405275,0.000262204405275,0.000262204405275,6.02807620918e-06,6.02807620918e-06,6.02807620918e-06,0.00408492834816,0.00408492834816,0.00408492834816,1.36207592441e-05,1.36207592441e-05,1.36207592441e-05,11,20,0,0,0,24,0,350,0,905,1,669,0,0,0,0,0,0,0,0.000262204405275,4.73261769264,0,0
1609059019.56,1940,1940,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,0,0,15,0,350,0,912,0,663,0,0,0,0,0,0,0,0,0,0,0
1609059019.65,1963,1963,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,0,0,17,0,352,0,925,0,669,0,0,0,0,0,0,0,0,0,0,0
1609059019.76,1961,1961,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,0,0,16,0,346,0,913,0,686,0,0,0,0,0,0,0,0,0,0,0
1609059019.86,1948,1947,0,1,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,0,0,13,0,339,0,909,0,687,0,0,0,0,0,0,0,0,0,0,0
1609059019.95,1941,1941,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,1,0,19,0,323,0,904,0,694,0,0,0,0,0,0,0,0,0,0,0
1609059020.07,1956,1956,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,0,0,14,0,338,0,901,0,703,0,0,0,0,0,0,0,0,0,0,0
1609059020.17,1938,1937,1,0,0,0,0,0.219171184251,0.219171184251,0.219171184251,0.00445245086182,0.00445245086182,0.00445245086182,3.28461057412,3.28461057412,3.28461057412,5.80123576076e-05,5.80123576076e-05,5.80123576076e-05,0.000173201839063,0.000173201839063,0.000173201839063,0.00420959742056,0.00420959742056,0.00420959742056,1.16392445944e-05,1.16392445944e-05,1.16392445944e-05,1.60000002384,3,0,1,0,20,1,310,0,909,0,698,0,0,0,5.80123576076e-05,3.28461057412,0,0,0,0,0,0
1609059020.27,1950,1949,1,0,0,0,0,0.213550072002,0.213550072002,0.213550072002,0.00480735921376,0.00480735921376,0.00480735921376,3.07996963537,3.07996963537,3.07996963537,0.00159184101224,0.00159184101224,0.00159184101224,0.000272211207112,0.000272211207112,0.000272211207112,0.00291777673441,0.00291777673441,0.00291777673441,2.55302599921e-05,2.55302599921e-05,2.55302599921e-05,7.59999990463,20,1,0,0,11,0,321,1,907,0,711,0,0,0,0,0,0.00159184101224,3.07996963537,0,0,0,0
1609059020.37,1972,1971,1,0,0,0,0,0.0843249599584,0.0843249599584,0.0843249599584,0.000145155415927,0.000145155415927,0.000145155415927,6.99905685447,6.99905685447,6.99905685447,6.04352088611e-06,6.04352088611e-06,6.04352088611e-06,5.40761279347e-05,5.40761279347e-05,5.40761279347e-05,6.83156776139e-05,6.83156776139e-05,6.83156776139e-05,1.67200894919e-05,1.67200894919e-05,1.67200894919e-05,5.19999980927,11,0,1,0,16,0,325,1,926,0,704,0,0,0,0,0,6.04352088611e-06,6.99905685447,0,0,0,0
1609059020.48,1947,1947,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,0,0,13,0,306,0,917,0,711,0,0,0,0,0,0,0,0,0,0,0
1609059020.58,1959,1959,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,0,0,21,0,308,0,921,0,709,0,0,0,0,0,0,0,0,0,0,0
