[rosmaster.main][INFO] 2026-08-31 02:51:22,434: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2026-08-31 02:51:22,435: Starting ROS Master Node
[rosmaster.master][INFO] 2026-08-31 02:51:27,029: +SERVICE [/lio_offline/set_logger_level] /lio_offline http://robot:41229/
[rosmaster.master][INFO] 2026-08-31 02:51:27,040: +PUB [/tf] /lio_offline http://robot:41229/
[rosmaster.master][INFO] 2026-08-31 02:51:27,042: +SUB [/livox/lidar] /lio_offline http://robot:41229/
[rosmaster.master][INFO] 2026-08-31 02:51:27,043: +SUB [/vn100/imu] /lio_offline http://robot:41229/
[rosmaster.master][INFO] 2026-08-31 02:51:27,043: +PUB [/lio/odom] /lio_offline http://robot:41229/
[rosmaster.master][INFO] 2026-08-31 02:51:27,043: +PUB [/lio/path] /lio_offline http://robot:41229/
[rosmaster.master][INFO] 2026-08-31 02:51:27,044: +PUB [/lio/path_robot] /lio_offline http://robot:41229/
[rosmaster.master][INFO] 2026-08-31 02:51:27,047: +PUB [/livox/lidar] /lio_offline http://robot:41229/
[rosmaster.master][INFO] 2026-08-31 02:51:27,048: +CACHEDPARAM [/rosout_disable_topics_generation] by /lio_offline
[rosmaster.master][INFO] 2026-08-31 02:51:27,049: +PUB [/vn100/imu] /lio_offline http://robot:41229/
[rosmaster.master][INFO] 2026-08-31 02:51:27,143: publisherUpdate[/livox/lidar] -> http://robot:41229/ ['http://robot:41229/']
[rosmaster.master][INFO] 2026-08-31 02:51:27,147: publisherUpdate[/livox/lidar] -> http://robot:41229/ ['http://robot:41229/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2026-08-31 02:51:27,147: publisherUpdate[/vn100/imu] -> http://robot:41229/ ['http://robot:41229/']
[rosmaster.master][INFO] 2026-08-31 02:51:27,147: publisherUpdate[/vn100/imu] -> http://robot:41229/ ['http://robot:41229/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2026-08-31 02:51:57,055: -PUB [/vn100/imu] /lio_offline http://robot:41229/
[rosmaster.master][INFO] 2026-08-31 02:51:57,055: -PUB [/livox/lidar] /lio_offline http://robot:41229/
[rosmaster.master][INFO] 2026-08-31 02:51:57,056: -PUB [/tf] /lio_offline http://robot:41229/
[rosmaster.master][INFO] 2026-08-31 02:51:57,057: -PUB [/lio/path_robot] /lio_offline http://robot:41229/
[rosmaster.master][INFO] 2026-08-31 02:51:57,058: -PUB [/lio/path] /lio_offline http://robot:41229/
[rosmaster.master][INFO] 2026-08-31 02:51:57,058: -PUB [/lio/odom] /lio_offline http://robot:41229/
[rosmaster.master][INFO] 2026-08-31 02:51:57,058: -SUB [/vn100/imu] /lio_offline http://robot:41229/
[rosmaster.master][INFO] 2026-08-31 02:51:57,059: -SUB [/livox/lidar] /lio_offline http://robot:41229/
[rosmaster.master][INFO] 2026-08-31 02:51:57,090: publisherUpdate[/vn100/imu] -> http://robot:41229/ []
[rosmaster.master][INFO] 2026-08-31 02:51:57,091: publisherUpdate[/vn100/imu] -> http://robot:41229/ []: sec=0.00, result=[0, 'Tried to advertise on topic [/livox/lidar] with md5sum [e4d6829bdfe657cb6c21a746c86b21a6] and datatype [livox_ros_driver/CustomMsg], but the topic is already advertised as md5sum [1158d486dd51d683ce2f1be655c3c181] and datatype [sensor_msgs/PointCloud2]', 0]
[rosmaster.master][INFO] 2026-08-31 02:51:57,091: publisherUpdate[/livox/lidar] -> http://robot:41229/ []
[rosmaster.master][INFO] 2026-08-31 02:51:57,092: publisherUpdate[/livox/lidar] -> http://robot:41229/ []: sec=0.00, result=[0, 'Tried to advertise on topic [/livox/lidar] with md5sum [e4d6829bdfe657cb6c21a746c86b21a6] and datatype [livox_ros_driver/CustomMsg], but the topic is already advertised as md5sum [1158d486dd51d683ce2f1be655c3c181] and datatype [sensor_msgs/PointCloud2]', 0]
[rosmaster.master][INFO] 2026-08-31 02:51:57,192: -PUB [/rosout] /lio_offline http://robot:41229/
[rosmaster.master][INFO] 2026-08-31 02:51:57,193: -SERVICE [/lio_offline/get_loggers] /lio_offline rosrpc://robot:46107
[rosmaster.master][INFO] 2026-08-31 02:51:57,193: -SERVICE [/lio_offline/set_logger_level] /lio_offline rosrpc://robot:46107
[rosmaster.master][INFO] 2026-08-31 02:51:57,193: -CACHEDPARAM [/rosout_disable_topics_generation] by /lio_offline
